player,position,team,age,birth_year,minutes_90s,tackles,dribble_tackles,dribbles_vs,dribbled_past,blocks,blocked_shots,interceptions,clearances,errors,club,games,goals,assists,pens_made,cards_yellow,xg,npxg,passes_completed,pass_xa,assisted_shots,crosses_into_penalty_area,progressive_passes,sca,gca,shots,average_shot_distance,through_balls,throw_ins,corner_kicks,touches,miscontrols,dispossessed,gk_goals_against,fouls,fouled,offsides,own_goals,ball_recoveries,aerials_won,unused_subs,points_per_game,on_goals_for,plus_minus
Neco Williams,DF,Wales,21-249,2001.0,2.3,5.0,3.0,4.0,1.0,5.0,1.0,4.0,5.0,0.0,Nott'ham Forest,3.0,0.0,0.0,0.0,0.0,0.1,0.1,69.0,0.0,1.0,0.0,4.0,3.0,0.0,3.0,26.5,0.0,26.0,0.0,138.0,6.0,2.0,,3.0,5.0,0.0,0.0,16.0,2.0,0,0.33,0.0,-3.0
Nemanja Gudelj,MF,Serbia,31-032,1991.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,Sevilla,2.0,0.0,0.0,0.0,2.0,0.0,0.0,44.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,59.0,2.0,2.0,,3.0,0.0,0.0,0.0,6.0,1.0,1,0.0,0.0,0.0
Nemanja Maksimović,MF,Serbia,27-326,1995.0,1.4,4.0,2.0,3.0,1.0,3.0,0.0,3.0,3.0,0.0,Getafe,3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.1,3.0,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,75.0,2.0,1.0,,0.0,1.0,0.0,0.0,6.0,0.0,0,0.33,3.0,0.0
Nemanja Radonjić,DF,Serbia,26-306,1996.0,0.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Torino,3.0,0.0,0.0,0.0,0.0,0.1,0.1,15.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,22.3,0.0,4.0,0.0,36.0,2.0,1.0,,0.0,2.0,0.0,0.0,6.0,0.0,0,0.33,0.0,-2.0
Neymar,MF,Brazil,30-316,1992.0,3.1,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,Paris S-G,3.0,2.0,0.0,1.0,0.0,2.7,1.9,121.0,0.5,6.0,0.0,14.0,15.0,4.0,11.0,19.2,2.0,3.0,9.0,203.0,8.0,12.0,,4.0,16.0,2.0,0.0,11.0,0.0,0,2.33,7.0,5.0
Niclas Füllkrug,FW,Germany,29-312,1993.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Werder Bremen,3.0,2.0,1.0,0.0,0.0,2.2,2.2,15.0,0.2,1.0,0.0,1.0,4.0,1.0,8.0,10.0,0.0,0.0,0.0,38.0,2.0,0.0,,0.0,1.0,0.0,0.0,2.0,4.0,0,1.33,4.0,1.0
Nico Elvedi,DF,Switzerland,26-079,1996.0,2.0,2.0,1.0,3.0,2.0,5.0,3.0,1.0,13.0,0.0,M'Gladbach,2.0,0.0,0.0,0.0,1.0,0.1,0.1,131.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,9.3,0.0,0.0,0.0,165.0,1.0,0.0,,3.0,1.0,0.0,0.0,15.0,2.0,1,1.5,1.0,0.0
Nico Schlotterbeck,DF,Germany,23-017,1999.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,Dortmund,2.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.1,2.0,0.0,7.0,3.0,0.0,0.0,,0.0,4.0,0.0,135.0,1.0,1.0,,1.0,1.0,0.0,0.0,10.0,2.0,1,0.5,1.0,-1.0
Nico Williams,FW,Spain,20-159,2002.0,1.6,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Athletic Club,4.0,0.0,0.0,0.0,0.0,0.1,0.1,50.0,0.1,0.0,0.0,3.0,1.0,1.0,1.0,14.3,1.0,2.0,0.0,88.0,9.0,2.0,,0.0,1.0,1.0,0.0,7.0,1.0,0,1.25,4.0,1.0
Nicola Zalewski,MF,Poland,20-329,2002.0,0.7,4.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,Roma,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,29.0,3.0,1.0,,1.0,2.0,0.0,0.0,5.0,0.0,2,0.5,1.0,-1.0
Nicolas Jackson,FW,Senegal,21-181,2001.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Villarreal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,11.0,1.0,0.0,,1.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,-2.0
Nicolas Nkoulou,DF,Cameroon,32-266,1990.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,5.0,8.0,1.0,Aris,2.0,0.0,1.0,0.0,1.0,0.3,0.3,79.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,12.2,0.0,0.0,0.0,115.0,1.0,0.0,,2.0,2.0,0.0,0.0,11.0,2.0,0,0.5,3.0,-1.0
Nicolás De La Cruz,MF,Uruguay,25-200,1997.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,River Plate,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,32.4,0.0,0.0,1.0,28.0,1.0,1.0,,0.0,2.0,0.0,0.0,4.0,0.0,1,2.0,0.0,0.0
Nicolás Otamendi,DF,Argentina,34-309,1988.0,7.7,10.0,5.0,7.0,2.0,6.0,2.0,9.0,24.0,0.0,Benfica,7.0,0.0,1.0,0.0,2.0,0.0,0.0,532.0,0.2,2.0,0.0,22.0,4.0,1.0,1.0,12.3,0.0,2.0,0.0,639.0,2.0,1.0,,13.0,5.0,1.0,0.0,39.0,21.0,0,2.0,15.0,7.0
Nicolás Tagliafico,DF,Argentina,30-109,1992.0,4.1,7.0,4.0,4.0,0.0,9.0,1.0,9.0,9.0,0.0,Lyon,6.0,0.0,0.0,0.0,0.0,1.0,1.0,145.0,0.2,2.0,0.0,5.0,4.0,0.0,3.0,11.3,0.0,31.0,0.0,220.0,1.0,1.0,,6.0,6.0,1.0,0.0,12.0,4.0,1,1.83,8.0,0.0
Niklas Süle,DF,Germany,27-106,1995.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,0.0,7.0,0.0,Dortmund,3.0,0.0,0.0,0.0,0.0,0.1,0.1,231.0,0.1,0.0,0.0,18.0,4.0,0.0,1.0,5.4,0.0,10.0,0.0,268.0,0.0,1.0,,0.0,2.0,0.0,0.0,17.0,6.0,0,1.33,6.0,1.0
Nikola Milenković,DF,Serbia,25-067,1997.0,3.0,10.0,5.0,6.0,1.0,6.0,4.0,6.0,10.0,1.0,Fiorentina,3.0,0.0,0.0,0.0,2.0,0.2,0.2,141.0,0.0,0.0,0.0,6.0,2.0,0.0,3.0,14.7,0.0,2.0,0.0,198.0,2.0,0.0,,8.0,2.0,0.0,0.0,18.0,6.0,0,0.33,5.0,-3.0
Nikola Vlašić,FW,Croatia,25-075,1997.0,2.3,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,Torino,6.0,0.0,0.0,0.0,0.0,0.4,0.4,45.0,0.1,0.0,1.0,4.0,4.0,1.0,5.0,17.2,0.0,0.0,0.0,80.0,5.0,6.0,,4.0,6.0,0.0,0.0,10.0,2.0,1,1.5,2.0,0.0
Noa Lang,MF,Netherlands,23-184,1999.0,0.1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,Club Brugge,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,4,1.0,0.0,0.0
Noah Okafor,FW,Switzerland,22-208,2000.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,RB Salzburg,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,17.5,0.0,0.0,0.0,29.0,2.0,1.0,,2.0,1.0,1.0,0.0,4.0,0.0,0,2.0,0.0,-2.0
Nouhou Tolo,DF,Cameroon,25-178,1997.0,3.0,8.0,3.0,5.0,2.0,5.0,2.0,6.0,10.0,0.0,Seattle,3.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,,0.0,18.0,0.0,145.0,4.0,0.0,,3.0,1.0,0.0,0.0,17.0,4.0,0,1.33,4.0,0.0
Noussair Mazraoui,DF,Morocco,25-034,1997.0,4.1,14.0,8.0,11.0,3.0,6.0,1.0,1.0,16.0,0.0,Bayern Munich,5.0,0.0,0.0,0.0,0.0,0.2,0.2,98.0,0.1,1.0,1.0,3.0,2.0,0.0,4.0,24.4,0.0,21.0,0.0,175.0,6.0,1.0,,3.0,1.0,1.0,0.0,21.0,1.0,0,1.6,4.0,2.0
Nuno Mendes,DF,Portugal,20-182,2002.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,Paris S-G,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,,0.0,5.0,0.0,36.0,1.0,0.0,,0.0,2.0,0.0,0.0,2.0,1.0,0,3.0,0.0,0.0
Néstor Araujo,DF,Mexico,31-111,1991.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,América,1.0,0.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,,0.0,5.0,0.0,62.0,0.0,1.0,,2.0,0.0,0.0,0.0,6.0,0.0,2,0.0,0.0,-2.0
Olivier Giroud,FW,France,36-079,1986.0,4.7,1.0,0.0,3.0,3.0,1.0,0.0,1.0,5.0,0.0,Milan,6.0,4.0,0.0,0.0,1.0,3.4,3.4,48.0,0.3,2.0,0.0,5.0,5.0,1.0,16.0,11.0,1.0,0.0,0.0,111.0,5.0,1.0,,2.0,4.0,3.0,0.0,7.0,19.0,1,2.67,10.0,6.0
Olivier Ntcham,MF,Cameroon,26-312,1996.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Swansea City,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,4.0,3.0,1.0,1.0,30.0,0.0,0.0,0.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,3.0,1.0,1.0
Orbelín Pineda,MF,Mexico,26-269,1996.0,0.8,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,AEK Athens,1.0,0.0,0.0,0.0,0.0,0.3,0.3,18.0,0.0,1.0,0.0,3.0,1.0,0.0,4.0,15.1,0.0,0.0,0.0,46.0,3.0,3.0,,2.0,4.0,0.0,0.0,4.0,0.0,2,3.0,2.0,2.0
Osman Bukari,MF,Ghana,24-005,1998.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Red Star,2.0,1.0,0.0,0.0,0.0,0.5,0.5,14.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,17.6,0.0,0.0,0.0,29.0,1.0,1.0,,1.0,1.0,0.0,0.0,2.0,1.0,1,0.0,1.0,-1.0
Otávio,MF,Portugal,27-312,1995.0,2.2,7.0,3.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,Porto,3.0,0.0,0.0,0.0,0.0,0.1,0.1,98.0,0.5,4.0,2.0,12.0,7.0,1.0,3.0,23.2,1.0,2.0,0.0,145.0,4.0,3.0,,6.0,10.0,0.0,0.0,16.0,1.0,0,2.0,5.0,3.0
Ousmane Dembélé,FW,France,25-217,1997.0,4.8,11.0,6.0,9.0,3.0,2.0,0.0,3.0,0.0,0.0,Barcelona,7.0,0.0,2.0,0.0,1.0,0.5,0.5,144.0,1.0,11.0,6.0,10.0,17.0,3.0,8.0,20.2,1.0,2.0,0.0,241.0,8.0,6.0,,6.0,3.0,2.0,0.0,26.0,2.0,0,2.29,10.0,5.0
Pablo Sarabia,FW,Spain,30-221,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Paris S-G,1.0,0.0,0.0,0.0,0.0,0.1,0.1,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,4.7,0.0,0.0,2.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,0.0,0.0
Paik Seung-ho,MF,Korea Republic,25-276,1997.0,0.3,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Jeonbuk,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,30.4,0.0,0.0,0.0,30.0,0.0,0.0,,1.0,0.0,0.0,0.0,4.0,1.0,3,0.0,1.0,1.0
Pape Abou Cissé,DF,Senegal,27-095,1995.0,1.2,0.0,0.0,0.0,0.0,2.0,2.0,2.0,6.0,0.0,Olympiacos,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,49.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,2.0,1,2.0,1.0,-2.0
Pape Gueye,MF,Senegal,23-328,1999.0,1.7,4.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,Marseille,3.0,0.0,0.0,0.0,0.0,0.1,0.1,45.0,0.1,2.0,1.0,4.0,3.0,0.0,4.0,24.8,0.0,0.0,2.0,81.0,3.0,3.0,,3.0,3.0,0.0,0.0,5.0,5.0,1,1.0,2.0,-2.0
Pape Matar Sarr,MF,Senegal,20-095,2002.0,0.7,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,Tottenham,2.0,0.0,0.0,0.0,0.0,0.1,0.1,36.0,0.1,1.0,0.0,2.0,2.0,1.0,4.0,30.8,0.0,0.0,6.0,54.0,0.0,2.0,,0.0,1.0,0.0,0.0,3.0,1.0,2,1.5,1.0,-1.0
Papu Gómez,MF,Argentina,34-306,1988.0,1.2,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,Sevilla,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,26.3,0.0,0.0,1.0,69.0,1.0,1.0,,1.0,5.0,1.0,0.0,6.0,1.0,4,1.5,2.0,0.0
Pathé Ciss,MF,Senegal,28-277,1994.0,1.6,3.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,0.0,Rayo Vallecano,3.0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,12.8,1.0,0.0,0.0,74.0,4.0,1.0,,4.0,0.0,0.0,0.0,10.0,5.0,1,2.0,3.0,-1.0
Pau Torres,DF,Spain,25-336,1997.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,Villarreal,1.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,,1.0,1.0,0.0,194.0,0.0,0.0,,1.0,0.0,0.0,0.0,6.0,1.0,3,0.0,1.0,-1.0
Paulo Dybala,FW,Argentina,29-033,1993.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Roma,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.1,1.0,0.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,20.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,3.0,5,2.0,0.0,0.0
Pedri,MF,Spain,20-023,2002.0,4.0,4.0,1.0,6.0,5.0,5.0,0.0,4.0,3.0,0.0,Barcelona,4.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,0.9,5.0,0.0,33.0,14.0,1.0,0.0,,3.0,2.0,0.0,462.0,4.0,5.0,,2.0,3.0,0.0,0.0,27.0,2.0,0,1.25,6.0,3.0
Pedro,FW,Brazil,25-181,1997.0,0.7,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Flamengo,2.0,0.0,0.0,0.0,0.0,0.5,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.9,0.0,0.0,0.0,25.0,3.0,1.0,,2.0,1.0,0.0,0.0,2.0,0.0,3,0.5,1.0,-1.0
Pepe,DF,Portugal,39-295,1983.0,4.0,5.0,3.0,4.0,1.0,6.0,4.0,6.0,11.0,0.0,Porto,4.0,1.0,0.0,0.0,0.0,0.4,0.4,243.0,0.0,0.0,0.0,10.0,3.0,0.0,3.0,7.3,0.0,0.0,0.0,330.0,1.0,1.0,,3.0,5.0,1.0,0.0,28.0,9.0,1,1.5,9.0,5.0
Pervis Estupiñán,DF,Ecuador,24-331,1998.0,3.0,6.0,2.0,6.0,4.0,4.0,1.0,3.0,6.0,0.0,Brighton,3.0,0.0,0.0,0.0,0.0,0.1,0.1,148.0,0.4,5.0,3.0,10.0,12.0,1.0,1.0,14.4,0.0,29.0,3.0,217.0,4.0,4.0,,8.0,3.0,2.0,0.0,21.0,3.0,0,1.33,4.0,1.0
Phil Foden,FW,England,22-204,2000.0,2.9,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,Manchester City,4.0,1.0,2.0,0.0,0.0,1.1,1.1,90.0,0.4,6.0,0.0,5.0,10.0,3.0,6.0,13.8,0.0,1.0,13.0,143.0,7.0,1.0,,2.0,4.0,0.0,0.0,9.0,3.0,1,2.25,9.0,6.0
Piero Hincapié,DF,Ecuador,20-343,2002.0,3.0,7.0,2.0,3.0,1.0,2.0,0.0,2.0,9.0,0.0,Leverkusen,3.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,,0.0,2.0,0.0,227.0,4.0,0.0,,5.0,1.0,0.0,0.0,13.0,5.0,0,1.33,4.0,1.0
Pierre Højbjerg,MF,Denmark,27-135,1995.0,3.0,4.0,3.0,6.0,3.0,3.0,1.0,3.0,6.0,0.0,Tottenham,3.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.1,1.0,0.0,21.0,2.0,0.0,2.0,30.7,0.0,2.0,0.0,249.0,3.0,2.0,,0.0,1.0,0.0,0.0,26.0,1.0,0,0.33,1.0,-2.0
Pierre Kunde,MF,Cameroon,27-145,1995.0,1.5,4.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,0.0,Olympiacos,2.0,0.0,0.0,0.0,1.0,0.2,0.2,38.0,0.2,1.0,0.0,4.0,3.0,0.0,5.0,22.1,0.0,1.0,3.0,70.0,2.0,3.0,,3.0,1.0,0.0,0.0,13.0,1.0,1,2.0,3.0,0.0
Piotr Zieliński,MF,Poland,28-212,1994.0,3.6,7.0,1.0,4.0,3.0,1.0,0.0,1.0,7.0,0.0,Napoli,4.0,1.0,0.0,0.0,0.0,0.6,0.6,124.0,0.4,7.0,1.0,8.0,12.0,0.0,3.0,11.3,0.0,0.0,9.0,178.0,2.0,1.0,,4.0,2.0,0.0,0.0,17.0,0.0,0,1.0,2.0,-3.0
Przemysław Frankowski,MF,Poland,27-250,1995.0,2.7,7.0,2.0,6.0,4.0,1.0,1.0,3.0,5.0,0.0,Lens,4.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,0.1,1.0,1.0,3.0,5.0,0.0,1.0,15.6,1.0,1.0,2.0,97.0,3.0,3.0,,1.0,5.0,0.0,0.0,12.0,1.0,0,1.0,2.0,0.0
Rafael Leão,FW,Portugal,23-191,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Milan,5.0,2.0,0.0,0.0,0.0,0.4,0.4,32.0,0.2,1.0,1.0,3.0,5.0,1.0,5.0,21.2,0.0,0.0,0.0,63.0,5.0,2.0,,3.0,1.0,0.0,0.0,5.0,1.0,0,1.8,4.0,2.0
Raheem Sterling,FW,England,28-010,1994.0,1.7,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,Chelsea,3.0,1.0,1.0,0.0,0.0,0.4,0.4,45.0,0.1,1.0,0.0,2.0,4.0,3.0,1.0,9.3,0.0,0.0,0.0,68.0,6.0,3.0,,0.0,2.0,1.0,0.0,8.0,1.0,1,1.33,4.0,3.0
Ramin Rezaeian,DF,IR Iran,32-272,1990.0,2.0,7.0,3.0,7.0,4.0,1.0,0.0,3.0,2.0,0.0,Sepahan,2.0,1.0,0.0,0.0,1.0,0.3,0.3,73.0,0.5,3.0,1.0,5.0,8.0,0.0,2.0,18.3,0.0,16.0,0.0,130.0,7.0,3.0,,2.0,3.0,0.0,0.0,22.0,1.0,1,1.5,2.0,1.0
Randal Kolo Muani,FW,France,24-013,1998.0,2.0,7.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,Eint Frankfurt,3.0,1.0,0.0,0.0,0.0,1.1,1.1,25.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,13.4,0.0,0.0,0.0,76.0,8.0,6.0,,4.0,5.0,0.0,0.0,9.0,9.0,4,1.33,4.0,2.0
Raphaël Guerreiro,DF,Portugal,28-361,1993.0,3.1,3.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,Dortmund,4.0,1.0,2.0,0.0,0.0,0.4,0.4,156.0,0.7,6.0,2.0,14.0,11.0,4.0,3.0,17.7,0.0,25.0,2.0,207.0,1.0,1.0,,2.0,1.0,0.0,0.0,17.0,2.0,1,2.25,11.0,7.0
Raphaël Varane,DF,France,29-237,1993.0,5.8,1.0,0.0,2.0,2.0,4.0,3.0,6.0,15.0,0.0,Manchester Utd,6.0,0.0,0.0,0.0,0.0,0.3,0.3,256.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,7.2,0.0,1.0,0.0,322.0,0.0,0.0,,1.0,1.0,1.0,0.0,17.0,4.0,1,2.17,10.0,3.0
Raphinha,FW,Brazil,26-004,1996.0,3.5,8.0,6.0,8.0,2.0,3.0,0.0,3.0,0.0,0.0,Barcelona,5.0,0.0,1.0,0.0,0.0,1.2,1.2,111.0,0.9,8.0,1.0,11.0,19.0,0.0,8.0,19.1,0.0,3.0,11.0,189.0,6.0,4.0,,2.0,5.0,0.0,0.0,11.0,0.0,0,2.0,6.0,4.0
Rasmus Nissen,DF,Denmark,25-160,1997.0,2.5,8.0,4.0,8.0,4.0,3.0,1.0,1.0,7.0,0.0,Leeds United,3.0,0.0,0.0,0.0,1.0,0.0,0.0,137.0,0.1,1.0,0.0,19.0,5.0,0.0,0.0,,0.0,26.0,0.0,204.0,3.0,3.0,,2.0,1.0,0.0,0.0,15.0,3.0,0,0.33,1.0,-1.0
Raúl Jiménez,FW,Mexico,31-227,1991.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Wolves,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,37.0,2.0,0.0,,1.0,1.0,0.0,0.0,2.0,3.0,0,1.33,0.0,-2.0
Remo Freuler,MF,Switzerland,30-247,1992.0,3.6,8.0,4.0,6.0,2.0,3.0,0.0,3.0,3.0,1.0,Nott'ham Forest,4.0,1.0,0.0,0.0,0.0,0.5,0.5,127.0,0.1,0.0,0.0,11.0,7.0,1.0,3.0,10.3,0.0,2.0,0.0,197.0,12.0,0.0,,6.0,2.0,0.0,0.0,19.0,1.0,0,1.5,4.0,-2.0
Renato Steffen,FW,Switzerland,31-045,1991.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Lugano,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,1.0,0.0,19.0,1.0,2.0,,0.0,1.0,1.0,0.0,5.0,0.0,2,0.0,0.0,-1.0
Ricardo Horta,FW,Portugal,28-094,1994.0,1.3,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,Braga,3.0,1.0,0.0,0.0,0.0,0.8,0.8,31.0,0.1,1.0,0.0,2.0,3.0,0.0,3.0,13.5,1.0,1.0,2.0,55.0,2.0,0.0,,3.0,1.0,0.0,0.0,6.0,0.0,2,1.0,2.0,0.0
Ricardo Rodríguez,DF,Switzerland,30-115,1992.0,4.0,7.0,2.0,3.0,1.0,1.0,0.0,0.0,8.0,0.0,Torino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.3,2.0,0.0,10.0,4.0,0.0,0.0,,1.0,30.0,0.0,247.0,2.0,3.0,,6.0,2.0,0.0,0.0,16.0,10.0,0,1.5,5.0,-4.0
Richarlison,FW,Brazil,25-222,1997.0,3.6,2.0,0.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,Tottenham,4.0,3.0,0.0,0.0,0.0,2.1,2.1,40.0,0.4,6.0,0.0,3.0,7.0,1.0,8.0,12.1,1.0,0.0,0.0,97.0,12.0,3.0,,5.0,6.0,1.0,0.0,13.0,4.0,1,2.5,6.0,5.0
Richie Laryea,DF,Canada,27-345,1995.0,1.8,3.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,Toronto FC,3.0,0.0,0.0,0.0,0.0,0.1,0.1,35.0,0.3,4.0,1.0,0.0,5.0,0.0,2.0,17.8,0.0,1.0,0.0,73.0,4.0,1.0,,1.0,2.0,2.0,0.0,11.0,0.0,0,0.0,1.0,-2.0
Riley McGree,FW,Australia,24-046,1998.0,2.9,2.0,0.0,1.0,1.0,5.0,0.0,5.0,3.0,0.0,Middlesbrough,4.0,0.0,1.0,0.0,0.0,0.1,0.1,57.0,0.3,4.0,1.0,3.0,5.0,2.0,3.0,26.2,0.0,0.0,1.0,107.0,8.0,2.0,,9.0,2.0,0.0,0.0,11.0,1.0,0,1.5,3.0,-3.0
Ritsu Doan,FW,Japan,24-185,1998.0,2.4,6.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,0.0,Freiburg,4.0,2.0,0.0,0.0,0.0,0.5,0.5,36.0,0.4,3.0,1.0,5.0,5.0,2.0,4.0,20.1,0.0,0.0,5.0,95.0,7.0,3.0,,3.0,4.0,0.0,0.0,11.0,1.0,0,1.75,5.0,4.0
Riyadh Sharahili,MF,Saudi Arabia,29-234,1993.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,Abha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,28.0,1.0,1.0,,4.0,0.0,0.0,0.0,3.0,1.0,0,0.0,1.0,-1.0
Roan Wilson,MF,Costa Rica,20-231,2002.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,Municipal Grecia,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0
Robert Lewandowski,FW,Poland,34-119,1988.0,4.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,8.0,0.0,Barcelona,4.0,2.0,1.0,1.0,0.0,2.9,1.4,61.0,0.4,5.0,0.0,6.0,14.0,4.0,10.0,18.1,0.0,0.0,0.0,153.0,16.0,6.0,,6.0,9.0,0.0,0.0,14.0,16.0,0,1.0,3.0,-2.0
